"","CCLE.PRISM","CCLE.CTRPv2","GDSC_v1","GDSC_v2","GRAY","UHNBreast","gCSI"
"Licochalcone a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lidamidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lidocaine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Linalool",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Litronesib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lomefloxacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lomitapide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lonafarnib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lorazepam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lorlatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-(N-(3-Carboxyoxirane-2-carbonyl)leucyl)isoamylamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lucitanib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lurasidone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LY-2090314",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LY2334737",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rabusertib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Prexasertib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LY2608204",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gandotinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Merestinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LY-2874455",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Samotolisib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2-Piperazinyl-8-phenyl-4H-1-benzopyran-4-one",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4-(3-Pyridin-2-YL-1H-pyrazol-4-YL)quinoline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6-Methoxy-N-(4-methoxyphenyl)quinazolin-4-amine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"m344",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Maprotiline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Marimastat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Maxacalcitol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Maytansinol isobutyrate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mechlorethamine HCl (nitrogen mustard)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Meclizine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mefexamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Meglitinide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MEK1-2-inhibitor",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Binimetinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Melengestrol-acetate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Meloxicam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Melphalan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Menadione",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mephenytoin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mepivacaine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7H-Purine-6-thiol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mericitabine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Merimepodib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mesna",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mesoridazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Metaraminol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"metatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methacycline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methiazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methocarbamol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methoxyflurane",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methscopolamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methyldopa",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methylphenidate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methylprednisolone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Metoprolol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Metoxibutropate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Metronidazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Metyrapone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mevastatin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mexenone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mexiletine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mibampator",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mibefradil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Midodrine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mifepristone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Minocycline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MK-0773",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MK-0812",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MK-2461",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MK-3207",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MK-5108",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MK-8245",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MK-8745",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-(4-Methoxybenzyl)-1-(naphthalen-1-yl)methanamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MLN8054",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sapanisertib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MNS-(3,4-Methylenedioxy-Nitrostyrene)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mocetinostat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Monensin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Monobenzone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Morin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mozavaptan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MPI-0479605",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MRS 1220",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"MTPG",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mubritinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mycophenolate mofetil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mycophenolic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-Acetylmannosamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nadide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nadifloxacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nafcillin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Naftidrofuryl",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Naftifine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Naloxone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Naltrexone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NAN-190",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ccris 8440",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Napabucasin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Naproxen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Narasin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Narlaprevir",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Navarixin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nefiracetam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Emonapride",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nemorubicin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nexturastat A",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NH125",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nicotinic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nicorandil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nicotine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nilutamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nimorazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Niridazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nisoxetine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nitarsone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nithiamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nitisinone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"nitrocaramiphen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nizatidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nizofenone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NMS-1286937",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NMS-873",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NMS-E973",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nobiletin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nocodazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nomegestrol acetate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nonoxynol-9",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Norepinephrine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Norethindrone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Norethynodrel",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Norfloxacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Novobiocin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NSC-319726",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"5-Nitroso-8-hydroxyquinoline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2-[(4-Methylphenyl)sulfonyl]-5-nitrofuran",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6-Cyclohexylmethyloxy-5-nitroso-pyrimidine-2,4-diamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nvp-aew541",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NVP-BHG712",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NVP-BVU972",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"TAE-226",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Obidoxime",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Octenidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Octopamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Odanacatib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-Oleoyldopamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oleanolic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"n-Oleoylethanolamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oltipraz",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Omeprazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ONC201",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1-(4-Chlorobenzyl)-1H-indole-3-carbaldehyde",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ONX-0914",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oprozomib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Orantinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oridonin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"L-Ornithine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Orotic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oseltamivir",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"OSI-420",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Otssp167",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxazepam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxcarbazepine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Methyl (5-propoxy-1H-benzimidazol-2-yl)carbamate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxiperomide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxiracetam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxonic Acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxprenolol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxymatrine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxymetazoline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Oxyphencyclimine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"8-Hydroxyquinoline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"P-276-00",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"P5091",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pacritinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Paliperidone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Palmatine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Palmitoylethanolamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Palomid 529",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Papaverine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4-Chlorophenol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pardoprunox",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Paricalcitol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Abexinostat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4-[(3-Bromophenyl)amino]-6-acrylamidoquinazoline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PD-198306",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PD-407824",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Penfluridol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Penicillamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pentagastrin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pentamidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pentostatin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pepstatin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Peruvoside",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Petcm",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF-03814735",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Incb8761(PF-4136309)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF-04217903",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF-04457845",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF-04691502",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gedatolisib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF-3845",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PF-477736",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"CYP3cide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PFK-015",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PHA-680632",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PHA-767491",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Milciclib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Antipyrine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Phenelzine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pheniramine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Phenylbutazone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Phenylmercuric acetate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Phlorizin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PI-828",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bimiralisib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pibenzimol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pik-75",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pilocarpine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pindolol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Piperacetazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Piperazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Piperine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pirenperone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Piretanide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Piroxicam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pitavastatin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PJ 34",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PKI-179",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Plinabulin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Podofilox",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Polydatin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pomalidomide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Posaconazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Poziotinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PP-1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PP-121",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PP-2",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PP242",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Propyl pyrazole triol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PQ-401",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3,5-Dithiocyanatopyridine-2,6-diamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Practolol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pralatrexate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pranidipine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Prazosin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Prednisolone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Prednisolone hemisuccinate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Prednisolone-tebutate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Primaquine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Proflavine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Propoxycaine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Propranolol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Proscillaridin A",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Protirelin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cerdulatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PSB-1115",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unii-V14CN8M621",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PTC-209",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pterostilbene",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"PU-H71",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Puromycin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pyrithione Zinc",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pyritinol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pyroxamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Quinethazone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Quinidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"R-306465",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"R406 Benzenesulfonate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"R547",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rabeprazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Racecadotril",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Raclopride",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Radezolid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Raloxifene",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Raltitrexed",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ramatroban",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ramifenazone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ranitidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Remoxipride",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Repaglinide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RepSox",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Resatorvid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Resiquimod",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Resminostat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RG2833",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RGFP966",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Physcion",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RI-1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xylitol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Riboflavin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rifampicin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Riluzole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rimexolone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Riociguat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yutopar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RKI-1447",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2,4-Dichloro-N-isopropyl-N-(2-isopropylaminoethyl)benzenesulfonamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ro-04-5595",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ro-10-5824",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6-(Benzenesulfinyl)tetrazolo[1,5-b]pyridazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ro-4987655",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ro-90-7501",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ro-9187",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rociletinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Romidepsin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Roquinimex",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RS-16566",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RS-17053",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RS-504393",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
